cas,chemical_name,phase4_status,phase4_reason,merge_cluster_id,representative_cas,true_cameo_groups,group_names,in_426,in_259,n_gold_queries,n_queries_dropped_from_259,hit_rate_10_426,mean_rank_426,mrr_426,R_tier,E_score,has_own_s10_evidence,has_own_s2_content,C_scarce_in_259,scarce_groups_259,D_cluster_total_size,S_data_available,safety_flag,phase6_status,phase6_reason,scenario_selection_only,scenario_selection_plus_retrieval,scenario_retrieval_heavy,scenario_coverage_heavy,scenario_stable,scenario_retain_count
7778-50-9,POTASSIUM BICHROMATE,REMOVE_CONFIRMED,"동일 그룹조합((50, 61)) 대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7778-74-7,POTASSIUM PERCHLORATE,REMOVE_CONFIRMED,"동일 그룹조합((50,)) 대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7789-00-6,POTASSIUM CHROMATE,REMOVE_CONFIRMED,"동일 그룹조합((50, 61)) 대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7791-10-8,STRONTIUM CHLORATE,REMOVE_CONFIRMED,"동일 그룹조합((50,)) 대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,20816-12-0,50,"Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
87-90-1,"TRICHLORO-S-TRIAZINETRIONE, DRY",REMOVE_CONFIRMED,"동일 그룹조합((7, 32, 50, 60)) 대표물질 2244-21-5(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,2244-21-5,7;32;50;60,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents;Oxidizing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
13410-01-0,SODIUM SELENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
13769-43-2,POTASSIUM METAVANADATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,0,False,False,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.18,0.36,0.36,0.21,True,0
14019-91-1,CALCIUM SELENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7631-89-2,SODIUM ARSENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7778-44-1,CALCIUM ARSENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7784-37-4,MERCURIC ARSENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7784-44-3,AMMONIUM ARSENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 60)) 대표물질 7803-55-6(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,7803-55-6,51;60,"Oxidizing Agents, Weak;Salts, Acidic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7790-59-2,POTASSIUM SELENATE,REMOVE_CONFIRMED,"동일 그룹조합((51, 61)) 대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7704-34-9,"SULFUR, MOLTEN",REMOVE_CONFIRMED,"동일 그룹조합((58,)) 대표물질 10049-05-5(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,10049-05-5,58,"Reducing Agents, Strong",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",REMOVE_CONFIRMED,"동일 그룹조합((53, 68)) 대표물질 110-22-5(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,110-22-5,53;68,"Peroxides, Organic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
65-30-5,"NICOTINE SULFATE, SOLID",REMOVE_CONFIRMED,"동일 그룹조합((60, 68)) 대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,13826-88-5,60;68,"Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
7784-46-5,"SODIUM ARSENITE, AQUEOUS SOLUTION",REMOVE_CONFIRMED,"동일 그룹조합((61, 68)) 대표물질 7681-49-4(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,7681-49-4,61;68,"Salts, Basic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
79-08-3,BROMOACETIC ACID,REMOVE_CONFIRMED,"동일 그룹조합((2, 31, 68)) 대표물질 76-03-9(PHASE3_KEEP_EMPIRICAL)이 이미 확정 KEEP — 제거해도 그룹/매트릭스 coverage 불변(수학적 보장), §10 실질근거도 없음",,76-03-9,2;31;68,"Acids, Carboxylic;Halogenated Organic Compounds;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,1,False,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.38,0.46,0.41,0.26,True,0
10025-91-9,ANTIMONY TRICHLORIDE,MERGE_REDUNDANT,"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC001_g3-32-50,10026-13-8,3;32;50,"Acids, Strong Non-oxidizing;Halogenating Agents;Oxidizing Agents, Strong",True,False,40,10,1.0,1.5,0.75,HIGH,2,True,True,False,,4,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=40) — 실제 검색 기여 확인됨,0.56,0.74,0.86,0.36,False,3
7789-61-9,ANTIMONY TRIBROMIDE,MERGE_REDUNDANT,"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC001_g3-32-50,10026-13-8,3;32;50,"Acids, Strong Non-oxidizing;Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7789-69-7,PHOSPHORUS PENTABROMIDE,MERGE_REDUNDANT,"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC001_g3-32-50,10026-13-8,3;32;50,"Acids, Strong Non-oxidizing;Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
10026-11-6,ZIRCONIUM TETRACHLORIDE,MERGE_REDUNDANT,"대표물질 10026-06-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC002_g3,10026-06-9,3,"Acids, Strong Non-oxidizing",True,False,30,0,1.0,1.57,0.7389,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=30) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
42615-29-2,PHENYLSULPHONIC ACID,MERGE_REDUNDANT,"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC003_g4,7664-93-9,4,"Acids, Strong Oxidizing",True,False,60,30,1.0,1.92,0.6472,HIGH,1,True,False,False,,5,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=60) — 실제 검색 기여 확인됨,0.35,0.625,0.8,0.3,False,2
104-15-4,"TOLUENE SULFONIC ACID, LIQUID, WITH MORE THAN 5% FREE SULFURIC ACID",MERGE_REDUNDANT,"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC003_g4,7664-93-9,4,"Acids, Strong Oxidizing",True,False,10,0,1.0,1.5,0.75,HIGH,2,True,True,False,,5,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=10) — 실제 검색 기여 확인됨,0.55,0.725,0.85,0.35,False,3
1333-39-7,"PHENOLSULFONIC ACID, LIQUID",MERGE_REDUNDANT,"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC003_g4,7664-93-9,4,"Acids, Strong Oxidizing",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
27176-87-0,DODECYLBENZENESULFONIC ACID,MERGE_REDUNDANT,"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC003_g4,7664-93-9,4,"Acids, Strong Oxidizing",True,False,40,10,0.975,2.75,0.6032,HIGH,2,True,True,False,,5,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.975(n=40) — 실제 검색 기여 확인됨,0.55,0.725,0.85,0.35,False,3
105-59-9,METHYLDIETHANOLAMINE,MERGE_REDUNDANT,"대표물질 102-71-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((8, 14)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC004_g8-14,102-71-6,8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines",True,False,40,10,0.9,5.38,0.2669,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.9(n=40) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
10016-20-3,ALPHA-CYCLODEXTRIN,MERGE_REDUNDANT,"대표물질 100-51-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((8,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC005_g8,100-51-6,8,Alcohols and Polyols,True,False,40,20,1.0,2.52,0.5582,HIGH,1,True,False,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=40) — 실제 검색 기여 확인됨,0.38,0.67,0.83,0.33,False,2
100-15-2,N-METHYL-4-NITROANILINE,MERGE_REDUNDANT,"대표물질 100-01-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((13, 46)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC006_g13-46,100-01-6,13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",True,False,20,10,0.85,4.75,0.3822,HIGH,1,True,False,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.85(n=20) — 실제 검색 기여 확인됨,0.38,0.67,0.83,0.33,False,2
106-31-0,BUTYRIC ANHYDRIDE,MERGE_REDUNDANT,"대표물질 108-24-7(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((15,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC007_g15,108-24-7,15,Anhydrides,True,False,40,10,1.0,2.98,0.4467,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=40) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
11138-49-1,"SODIUM ALUMINATE, SOLUTION",MERGE_REDUNDANT,"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC008_g18-68,1310-58-3,18;68,"Bases, Strong;Water and Aqueous Solutions",True,False,30,10,1.0,2.97,0.4585,HIGH,2,True,True,False,,5,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=30) — 실제 검색 기여 확인됨,0.55,0.725,0.85,0.35,False,3
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",MERGE_REDUNDANT,"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC008_g18-68,1310-58-3,18;68,"Bases, Strong;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
1310-82-3,RUBIDIUM HYDROXIDE,MERGE_REDUNDANT,"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC008_g18-68,1310-58-3,18;68,"Bases, Strong;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
21351-79-1,CESIUM HYDROXIDE,MERGE_REDUNDANT,"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC008_g18-68,1310-58-3,18;68,"Bases, Strong;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,5,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.55,0.515,0.43,0.28,False,2
12030-88-5,POTASSIUM SUPEROXIDE,MERGE_REDUNDANT,"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC009_g18-50,17014-71-0,18;50,"Bases, Strong;Oxidizing Agents, Strong",True,False,10,0,0.8,5.78,0.2752,HIGH,2,True,True,False,,4,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.8(n=10) — 실제 검색 기여 확인됨,0.56,0.74,0.86,0.36,False,3
12031-80-0,LITHIUM PEROXIDE,MERGE_REDUNDANT,"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC009_g18-50,17014-71-0,18;50,"Bases, Strong;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
1314-18-7,STRONTIUM PEROXIDE,MERGE_REDUNDANT,"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC009_g18-50,17014-71-0,18;50,"Bases, Strong;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
1313-82-2,"SODIUM SULFIDE, ANHYDROUS",MERGE_REDUNDANT,"대표물질 16721-80-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((19, 63, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC010_g19-63-68,16721-80-5,19;63;68,"Bases, Weak;Sulfides, Inorganic;Water and Aqueous Solutions",True,False,30,0,1.0,3.13,0.5404,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=1.0(n=30) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
144-55-8,SODIUM BICARBONATE,MERGE_REDUNDANT,"대표물질 1317-65-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((21,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC011_g21,1317-65-3,21,Carbonate Salts,True,False,70,20,0.9286,3.77,0.3569,HIGH,1,True,False,False,,3,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.9286(n=70) — 실제 검색 기여 확인됨,0.37,0.655,0.82,0.32,False,2
471-34-1,CALCIUM CARBONATE,MERGE_REDUNDANT,"대표물질 1317-65-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((21,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC011_g21,1317-65-3,21,Carbonate Salts,True,False,110,20,0.8545,6.47,0.2926,HIGH,1,True,False,False,,3,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.8545(n=110) — 실제 검색 기여 확인됨,0.37,0.655,0.82,0.32,False,2
105-79-3,ISOBUTYL CAPROATE,MERGE_REDUNDANT,"대표물질 103-23-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((27,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC012_g27,103-23-1,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",True,False,50,0,0.98,3.72,0.4478,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.98(n=50) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
123-01-3,DODECYLBENZENE,MERGE_REDUNDANT,"대표물질 12002-43-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((33, 35)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC013_g33-35,12002-43-6,33;35,"Hydrocarbons, Aliphatic Saturated;Hydrocarbons, Aromatic",True,False,20,0,0.85,6.05,0.3548,HIGH,2,True,True,False,,2,True,NOT_CHECKED,RETAIN_RETRIEVAL,426에서 자기 청크 hit_rate@10=0.85(n=20) — 실제 검색 기여 확인됨,0.58,0.77,0.88,0.38,False,3
