query_id,cas_a,cas_b,gold_chunk,gold_chunk_cas,rank_426,in_259_valid
pair::10026-17-2::105-16-8::t4,10026-17-2,105-16-8,sec::105-16-8::2::p1,105-16-8,7,True
pair::10026-17-2::105-16-8::t4,10026-17-2,105-16-8,sec::105-16-8::2::p2,105-16-8,,True
pair::108-60-1::7722-84-1::t0,108-60-1,7722-84-1,sec::108-60-1::10,108-60-1,1,True
pair::108-60-1::7722-84-1::t0,108-60-1,7722-84-1,sec::108-60-1::2,108-60-1,2,True
pair::108-60-1::7722-84-1::t0,108-60-1,7722-84-1,sec::7722-84-1::10,7722-84-1,12,True
pair::108-60-1::7722-84-1::t0,108-60-1,7722-84-1,sec::7722-84-1::2,7722-84-1,,True
pair::108-60-1::7722-84-1::t1,108-60-1,7722-84-1,sec::108-60-1::10,108-60-1,1,True
pair::108-60-1::7722-84-1::t1,108-60-1,7722-84-1,sec::108-60-1::2,108-60-1,2,True
pair::108-60-1::7722-84-1::t1,108-60-1,7722-84-1,sec::7722-84-1::10,7722-84-1,7,True
pair::108-60-1::7722-84-1::t1,108-60-1,7722-84-1,sec::7722-84-1::2,7722-84-1,6,True
pair::108-60-1::7722-84-1::t2,108-60-1,7722-84-1,sec::108-60-1::10,108-60-1,1,True
pair::108-60-1::7722-84-1::t2,108-60-1,7722-84-1,sec::108-60-1::2,108-60-1,2,True
pair::108-60-1::7722-84-1::t2,108-60-1,7722-84-1,sec::7722-84-1::10,7722-84-1,8,True
pair::108-60-1::7722-84-1::t2,108-60-1,7722-84-1,sec::7722-84-1::2,7722-84-1,7,True
pair::108-60-1::7722-84-1::t3,108-60-1,7722-84-1,sec::108-60-1::10,108-60-1,1,True
pair::108-60-1::7722-84-1::t3,108-60-1,7722-84-1,sec::108-60-1::2,108-60-1,2,True
pair::108-60-1::7722-84-1::t3,108-60-1,7722-84-1,sec::7722-84-1::10,7722-84-1,6,True
pair::108-60-1::7722-84-1::t3,108-60-1,7722-84-1,sec::7722-84-1::2,7722-84-1,,True
pair::108-60-1::7722-84-1::t4,108-60-1,7722-84-1,sec::108-60-1::10,108-60-1,2,True
pair::108-60-1::7722-84-1::t4,108-60-1,7722-84-1,sec::108-60-1::2,108-60-1,1,True
pair::108-60-1::7722-84-1::t4,108-60-1,7722-84-1,sec::7722-84-1::10,7722-84-1,6,True
pair::108-60-1::7722-84-1::t4,108-60-1,7722-84-1,sec::7722-84-1::2,7722-84-1,,True
pair::107-94-8::115-86-6::t0,107-94-8,115-86-6,sec::107-94-8::10,107-94-8,2,True
pair::107-94-8::115-86-6::t0,107-94-8,115-86-6,sec::107-94-8::2,107-94-8,3,True
pair::107-94-8::115-86-6::t0,107-94-8,115-86-6,sec::115-86-6::10,115-86-6,1,True
pair::107-94-8::115-86-6::t0,107-94-8,115-86-6,sec::115-86-6::2,115-86-6,4,True
pair::107-94-8::115-86-6::t1,107-94-8,115-86-6,sec::107-94-8::10,107-94-8,2,True
pair::107-94-8::115-86-6::t1,107-94-8,115-86-6,sec::107-94-8::2,107-94-8,3,True
pair::107-94-8::115-86-6::t1,107-94-8,115-86-6,sec::115-86-6::10,115-86-6,1,True
pair::107-94-8::115-86-6::t1,107-94-8,115-86-6,sec::115-86-6::2,115-86-6,4,True
pair::107-94-8::115-86-6::t2,107-94-8,115-86-6,sec::107-94-8::10,107-94-8,3,True
pair::107-94-8::115-86-6::t2,107-94-8,115-86-6,sec::107-94-8::2,107-94-8,2,True
pair::107-94-8::115-86-6::t2,107-94-8,115-86-6,sec::115-86-6::10,115-86-6,1,True
pair::107-94-8::115-86-6::t2,107-94-8,115-86-6,sec::115-86-6::2,115-86-6,4,True
pair::107-94-8::115-86-6::t3,107-94-8,115-86-6,sec::107-94-8::10,107-94-8,2,True
pair::107-94-8::115-86-6::t3,107-94-8,115-86-6,sec::107-94-8::2,107-94-8,3,True
pair::107-94-8::115-86-6::t3,107-94-8,115-86-6,sec::115-86-6::10,115-86-6,1,True
pair::107-94-8::115-86-6::t3,107-94-8,115-86-6,sec::115-86-6::2,115-86-6,10,True
pair::107-94-8::115-86-6::t4,107-94-8,115-86-6,sec::107-94-8::10,107-94-8,4,True
pair::107-94-8::115-86-6::t4,107-94-8,115-86-6,sec::107-94-8::2,107-94-8,2,True
pair::107-94-8::115-86-6::t4,107-94-8,115-86-6,sec::115-86-6::10,115-86-6,1,True
pair::107-94-8::115-86-6::t4,107-94-8,115-86-6,sec::115-86-6::2,115-86-6,3,True
pair::1002-89-7::10034-81-8::t0,1002-89-7,10034-81-8,sec::1002-89-7::10,1002-89-7,1,False
pair::1002-89-7::10034-81-8::t0,1002-89-7,10034-81-8,sec::1002-89-7::2,1002-89-7,4,False
pair::1002-89-7::10034-81-8::t0,1002-89-7,10034-81-8,sec::10034-81-8::10,10034-81-8,3,False
pair::1002-89-7::10034-81-8::t0,1002-89-7,10034-81-8,sec::10034-81-8::2,10034-81-8,,False
pair::1002-89-7::10034-81-8::t1,1002-89-7,10034-81-8,sec::1002-89-7::10,1002-89-7,1,False
pair::1002-89-7::10034-81-8::t1,1002-89-7,10034-81-8,sec::1002-89-7::2,1002-89-7,2,False
pair::1002-89-7::10034-81-8::t1,1002-89-7,10034-81-8,sec::10034-81-8::10,10034-81-8,7,False
pair::1002-89-7::10034-81-8::t1,1002-89-7,10034-81-8,sec::10034-81-8::2,10034-81-8,,False
pair::1002-89-7::10034-81-8::t2,1002-89-7,10034-81-8,sec::1002-89-7::10,1002-89-7,1,False
pair::1002-89-7::10034-81-8::t2,1002-89-7,10034-81-8,sec::1002-89-7::2,1002-89-7,2,False
pair::1002-89-7::10034-81-8::t2,1002-89-7,10034-81-8,sec::10034-81-8::10,10034-81-8,6,False
pair::1002-89-7::10034-81-8::t2,1002-89-7,10034-81-8,sec::10034-81-8::2,10034-81-8,,False
pair::1002-89-7::10034-81-8::t3,1002-89-7,10034-81-8,sec::1002-89-7::10,1002-89-7,1,False
pair::1002-89-7::10034-81-8::t3,1002-89-7,10034-81-8,sec::1002-89-7::2,1002-89-7,3,False
pair::1002-89-7::10034-81-8::t3,1002-89-7,10034-81-8,sec::10034-81-8::10,10034-81-8,5,False
pair::1002-89-7::10034-81-8::t3,1002-89-7,10034-81-8,sec::10034-81-8::2,10034-81-8,,False
pair::1002-89-7::10034-81-8::t4,1002-89-7,10034-81-8,sec::1002-89-7::10,1002-89-7,1,False
pair::1002-89-7::10034-81-8::t4,1002-89-7,10034-81-8,sec::1002-89-7::2,1002-89-7,2,False
pair::1002-89-7::10034-81-8::t4,1002-89-7,10034-81-8,sec::10034-81-8::10,10034-81-8,8,False
pair::1002-89-7::10034-81-8::t4,1002-89-7,10034-81-8,sec::10034-81-8::2,10034-81-8,,False
pair::100-16-3::10192-30-0::t0,100-16-3,10192-30-0,sec::100-16-3::10,100-16-3,3,True
pair::100-16-3::10192-30-0::t0,100-16-3,10192-30-0,sec::100-16-3::2,100-16-3,5,True
pair::100-16-3::10192-30-0::t0,100-16-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::100-16-3::10192-30-0::t0,100-16-3,10192-30-0,sec::10192-30-0::2,10192-30-0,2,True
pair::100-16-3::10192-30-0::t1,100-16-3,10192-30-0,sec::100-16-3::10,100-16-3,3,True
pair::100-16-3::10192-30-0::t1,100-16-3,10192-30-0,sec::100-16-3::2,100-16-3,4,True
pair::100-16-3::10192-30-0::t1,100-16-3,10192-30-0,sec::10192-30-0::10,10192-30-0,2,True
pair::100-16-3::10192-30-0::t1,100-16-3,10192-30-0,sec::10192-30-0::2,10192-30-0,1,True
pair::100-16-3::10192-30-0::t2,100-16-3,10192-30-0,sec::100-16-3::10,100-16-3,4,True
pair::100-16-3::10192-30-0::t2,100-16-3,10192-30-0,sec::100-16-3::2,100-16-3,3,True
pair::100-16-3::10192-30-0::t2,100-16-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::100-16-3::10192-30-0::t2,100-16-3,10192-30-0,sec::10192-30-0::2,10192-30-0,2,True
pair::100-16-3::10192-30-0::t3,100-16-3,10192-30-0,sec::100-16-3::10,100-16-3,2,True
pair::100-16-3::10192-30-0::t3,100-16-3,10192-30-0,sec::100-16-3::2,100-16-3,5,True
pair::100-16-3::10192-30-0::t3,100-16-3,10192-30-0,sec::10192-30-0::10,10192-30-0,1,True
pair::100-16-3::10192-30-0::t3,100-16-3,10192-30-0,sec::10192-30-0::2,10192-30-0,3,True
pair::100-16-3::10192-30-0::t4,100-16-3,10192-30-0,sec::100-16-3::10,100-16-3,2,True
pair::100-16-3::10192-30-0::t4,100-16-3,10192-30-0,sec::100-16-3::2,100-16-3,4,True
pair::100-16-3::10192-30-0::t4,100-16-3,10192-30-0,sec::10192-30-0::10,10192-30-0,3,True
pair::100-16-3::10192-30-0::t4,100-16-3,10192-30-0,sec::10192-30-0::2,10192-30-0,1,True
pair::10026-06-9::10241-05-1::t0,10026-06-9,10241-05-1,sec::10026-06-9::10,10026-06-9,1,True
pair::10026-06-9::10241-05-1::t0,10026-06-9,10241-05-1,sec::10026-06-9::2,10026-06-9,2,True
pair::10026-06-9::10241-05-1::t0,10026-06-9,10241-05-1,sec::10241-05-1::10,10241-05-1,4,True
pair::10026-06-9::10241-05-1::t0,10026-06-9,10241-05-1,sec::10241-05-1::2,10241-05-1,10,True
pair::10026-06-9::10241-05-1::t1,10026-06-9,10241-05-1,sec::10026-06-9::10,10026-06-9,2,True
pair::10026-06-9::10241-05-1::t1,10026-06-9,10241-05-1,sec::10026-06-9::2,10026-06-9,1,True
pair::10026-06-9::10241-05-1::t1,10026-06-9,10241-05-1,sec::10241-05-1::10,10241-05-1,3,True
pair::10026-06-9::10241-05-1::t1,10026-06-9,10241-05-1,sec::10241-05-1::2,10241-05-1,4,True
pair::10026-06-9::10241-05-1::t2,10026-06-9,10241-05-1,sec::10026-06-9::10,10026-06-9,2,True
pair::10026-06-9::10241-05-1::t2,10026-06-9,10241-05-1,sec::10026-06-9::2,10026-06-9,1,True
pair::10026-06-9::10241-05-1::t2,10026-06-9,10241-05-1,sec::10241-05-1::10,10241-05-1,5,True
pair::10026-06-9::10241-05-1::t2,10026-06-9,10241-05-1,sec::10241-05-1::2,10241-05-1,12,True
pair::10026-06-9::10241-05-1::t3,10026-06-9,10241-05-1,sec::10026-06-9::10,10026-06-9,1,True
pair::10026-06-9::10241-05-1::t3,10026-06-9,10241-05-1,sec::10026-06-9::2,10026-06-9,3,True
pair::10026-06-9::10241-05-1::t3,10026-06-9,10241-05-1,sec::10241-05-1::10,10241-05-1,2,True
pair::10026-06-9::10241-05-1::t3,10026-06-9,10241-05-1,sec::10241-05-1::2,10241-05-1,11,True
pair::10026-06-9::10241-05-1::t4,10026-06-9,10241-05-1,sec::10026-06-9::10,10026-06-9,2,True
pair::10026-06-9::10241-05-1::t4,10026-06-9,10241-05-1,sec::10026-06-9::2,10026-06-9,1,True
pair::10026-06-9::10241-05-1::t4,10026-06-9,10241-05-1,sec::10241-05-1::10,10241-05-1,5,True
pair::10026-06-9::10241-05-1::t4,10026-06-9,10241-05-1,sec::10241-05-1::2,10241-05-1,3,True
pair::10034-81-8::106-87-6::t0,10034-81-8,106-87-6,sec::10034-81-8::10,10034-81-8,2,True
pair::10034-81-8::106-87-6::t0,10034-81-8,106-87-6,sec::10034-81-8::2,10034-81-8,4,True
pair::10034-81-8::106-87-6::t0,10034-81-8,106-87-6,sec::106-87-6::10,106-87-6,1,True
pair::10034-81-8::106-87-6::t0,10034-81-8,106-87-6,sec::106-87-6::2,106-87-6,6,True
pair::10034-81-8::106-87-6::t1,10034-81-8,106-87-6,sec::10034-81-8::10,10034-81-8,2,True
pair::10034-81-8::106-87-6::t1,10034-81-8,106-87-6,sec::10034-81-8::2,10034-81-8,5,True
pair::10034-81-8::106-87-6::t1,10034-81-8,106-87-6,sec::106-87-6::10,106-87-6,1,True
pair::10034-81-8::106-87-6::t1,10034-81-8,106-87-6,sec::106-87-6::2,106-87-6,3,True
pair::10034-81-8::106-87-6::t2,10034-81-8,106-87-6,sec::10034-81-8::10,10034-81-8,2,True
pair::10034-81-8::106-87-6::t2,10034-81-8,106-87-6,sec::10034-81-8::2,10034-81-8,5,True
pair::10034-81-8::106-87-6::t2,10034-81-8,106-87-6,sec::106-87-6::10,106-87-6,1,True
pair::10034-81-8::106-87-6::t2,10034-81-8,106-87-6,sec::106-87-6::2,106-87-6,3,True
pair::10034-81-8::106-87-6::t3,10034-81-8,106-87-6,sec::10034-81-8::10,10034-81-8,2,True
pair::10034-81-8::106-87-6::t3,10034-81-8,106-87-6,sec::10034-81-8::2,10034-81-8,,True
pair::10034-81-8::106-87-6::t3,10034-81-8,106-87-6,sec::106-87-6::10,106-87-6,1,True
pair::10034-81-8::106-87-6::t3,10034-81-8,106-87-6,sec::106-87-6::2,106-87-6,8,True
pair::10034-81-8::106-87-6::t4,10034-81-8,106-87-6,sec::10034-81-8::10,10034-81-8,3,True
pair::10034-81-8::106-87-6::t4,10034-81-8,106-87-6,sec::10034-81-8::2,10034-81-8,4,True
pair::10034-81-8::106-87-6::t4,10034-81-8,106-87-6,sec::106-87-6::10,106-87-6,1,True
pair::10034-81-8::106-87-6::t4,10034-81-8,106-87-6,sec::106-87-6::2,106-87-6,2,True
pair::1333-86-4::27176-87-0::t0,1333-86-4,27176-87-0,sec::1333-86-4::10,1333-86-4,3,True
pair::1333-86-4::27176-87-0::t0,1333-86-4,27176-87-0,sec::1333-86-4::2,1333-86-4,2,True
pair::1333-86-4::27176-87-0::t0,1333-86-4,27176-87-0,sec::27176-87-0::10,27176-87-0,1,True
pair::1333-86-4::27176-87-0::t0,1333-86-4,27176-87-0,sec::27176-87-0::2,27176-87-0,9,True
pair::1333-86-4::27176-87-0::t1,1333-86-4,27176-87-0,sec::1333-86-4::10,1333-86-4,12,True
pair::1333-86-4::27176-87-0::t1,1333-86-4,27176-87-0,sec::1333-86-4::2,1333-86-4,3,True
pair::1333-86-4::27176-87-0::t1,1333-86-4,27176-87-0,sec::27176-87-0::10,27176-87-0,2,True
pair::1333-86-4::27176-87-0::t1,1333-86-4,27176-87-0,sec::27176-87-0::2,27176-87-0,1,True
pair::1333-86-4::27176-87-0::t2,1333-86-4,27176-87-0,sec::1333-86-4::10,1333-86-4,5,True
pair::1333-86-4::27176-87-0::t2,1333-86-4,27176-87-0,sec::1333-86-4::2,1333-86-4,7,True
pair::1333-86-4::27176-87-0::t2,1333-86-4,27176-87-0,sec::27176-87-0::10,27176-87-0,1,True
pair::1333-86-4::27176-87-0::t2,1333-86-4,27176-87-0,sec::27176-87-0::2,27176-87-0,2,True
pair::1333-86-4::27176-87-0::t3,1333-86-4,27176-87-0,sec::1333-86-4::10,1333-86-4,3,True
pair::1333-86-4::27176-87-0::t3,1333-86-4,27176-87-0,sec::1333-86-4::2,1333-86-4,11,True
pair::1333-86-4::27176-87-0::t3,1333-86-4,27176-87-0,sec::27176-87-0::10,27176-87-0,1,True
pair::1333-86-4::27176-87-0::t3,1333-86-4,27176-87-0,sec::27176-87-0::2,27176-87-0,2,True
pair::1333-86-4::27176-87-0::t4,1333-86-4,27176-87-0,sec::1333-86-4::10,1333-86-4,,True
pair::1333-86-4::27176-87-0::t4,1333-86-4,27176-87-0,sec::1333-86-4::2,1333-86-4,9,True
pair::1333-86-4::27176-87-0::t4,1333-86-4,27176-87-0,sec::27176-87-0::10,27176-87-0,1,True
pair::1333-86-4::27176-87-0::t4,1333-86-4,27176-87-0,sec::27176-87-0::2,27176-87-0,2,True
pair::104-88-1::7664-93-9::t0,104-88-1,7664-93-9,sec::104-88-1::10,104-88-1,1,True
pair::104-88-1::7664-93-9::t0,104-88-1,7664-93-9,sec::104-88-1::2,104-88-1,2,True
pair::104-88-1::7664-93-9::t0,104-88-1,7664-93-9,sec::7664-93-9::10,7664-93-9,,True
pair::104-88-1::7664-93-9::t0,104-88-1,7664-93-9,sec::7664-93-9::2,7664-93-9,7,True
pair::104-88-1::7664-93-9::t1,104-88-1,7664-93-9,sec::104-88-1::10,104-88-1,2,True
pair::104-88-1::7664-93-9::t1,104-88-1,7664-93-9,sec::104-88-1::2,104-88-1,1,True
pair::104-88-1::7664-93-9::t1,104-88-1,7664-93-9,sec::7664-93-9::10,7664-93-9,6,True
pair::104-88-1::7664-93-9::t1,104-88-1,7664-93-9,sec::7664-93-9::2,7664-93-9,3,True
pair::104-88-1::7664-93-9::t2,104-88-1,7664-93-9,sec::104-88-1::10,104-88-1,2,True
pair::104-88-1::7664-93-9::t2,104-88-1,7664-93-9,sec::104-88-1::2,104-88-1,1,True
pair::104-88-1::7664-93-9::t2,104-88-1,7664-93-9,sec::7664-93-9::10,7664-93-9,,True
pair::104-88-1::7664-93-9::t2,104-88-1,7664-93-9,sec::7664-93-9::2,7664-93-9,11,True
pair::104-88-1::7664-93-9::t3,104-88-1,7664-93-9,sec::104-88-1::10,104-88-1,1,True
pair::104-88-1::7664-93-9::t3,104-88-1,7664-93-9,sec::104-88-1::2,104-88-1,3,True
pair::104-88-1::7664-93-9::t3,104-88-1,7664-93-9,sec::7664-93-9::10,7664-93-9,4,True
pair::104-88-1::7664-93-9::t3,104-88-1,7664-93-9,sec::7664-93-9::2,7664-93-9,,True
pair::104-88-1::7664-93-9::t4,104-88-1,7664-93-9,sec::104-88-1::10,104-88-1,2,True
pair::104-88-1::7664-93-9::t4,104-88-1,7664-93-9,sec::104-88-1::2,104-88-1,1,True
pair::104-88-1::7664-93-9::t4,104-88-1,7664-93-9,sec::7664-93-9::10,7664-93-9,,True
pair::104-88-1::7664-93-9::t4,104-88-1,7664-93-9,sec::7664-93-9::2,7664-93-9,5,True
pair::100-22-1::1313-82-2::t0,100-22-1,1313-82-2,sec::100-22-1::10,100-22-1,1,True
pair::100-22-1::1313-82-2::t0,100-22-1,1313-82-2,sec::100-22-1::2,100-22-1,2,True
pair::100-22-1::1313-82-2::t0,100-22-1,1313-82-2,sec::1313-82-2::10,1313-82-2,5,True
pair::100-22-1::1313-82-2::t0,100-22-1,1313-82-2,sec::1313-82-2::2,1313-82-2,7,True
pair::100-22-1::1313-82-2::t1,100-22-1,1313-82-2,sec::100-22-1::10,100-22-1,1,True
pair::100-22-1::1313-82-2::t1,100-22-1,1313-82-2,sec::100-22-1::2,100-22-1,2,True
pair::100-22-1::1313-82-2::t1,100-22-1,1313-82-2,sec::1313-82-2::10,1313-82-2,6,True
pair::100-22-1::1313-82-2::t1,100-22-1,1313-82-2,sec::1313-82-2::2,1313-82-2,5,True
pair::100-22-1::1313-82-2::t2,100-22-1,1313-82-2,sec::100-22-1::10,100-22-1,1,True
pair::100-22-1::1313-82-2::t2,100-22-1,1313-82-2,sec::100-22-1::2,100-22-1,2,True
pair::100-22-1::1313-82-2::t2,100-22-1,1313-82-2,sec::1313-82-2::10,1313-82-2,8,True
pair::100-22-1::1313-82-2::t2,100-22-1,1313-82-2,sec::1313-82-2::2,1313-82-2,7,True
pair::100-22-1::1313-82-2::t3,100-22-1,1313-82-2,sec::100-22-1::10,100-22-1,1,True
pair::100-22-1::1313-82-2::t3,100-22-1,1313-82-2,sec::100-22-1::2,100-22-1,2,True
pair::100-22-1::1313-82-2::t3,100-22-1,1313-82-2,sec::1313-82-2::10,1313-82-2,5,True
pair::100-22-1::1313-82-2::t3,100-22-1,1313-82-2,sec::1313-82-2::2,1313-82-2,7,True
pair::100-22-1::1313-82-2::t4,100-22-1,1313-82-2,sec::100-22-1::10,100-22-1,2,True
pair::100-22-1::1313-82-2::t4,100-22-1,1313-82-2,sec::100-22-1::2,100-22-1,1,True
pair::100-22-1::1313-82-2::t4,100-22-1,1313-82-2,sec::1313-82-2::10,1313-82-2,7,True
pair::100-22-1::1313-82-2::t4,100-22-1,1313-82-2,sec::1313-82-2::2,1313-82-2,4,True
pair::1031-07-8::107-35-7::t0,1031-07-8,107-35-7,sec::1031-07-8::10,1031-07-8,1,True
pair::1031-07-8::107-35-7::t0,1031-07-8,107-35-7,sec::1031-07-8::2,1031-07-8,2,True
pair::1031-07-8::107-35-7::t0,1031-07-8,107-35-7,sec::107-35-7::10,107-35-7,3,True
pair::1031-07-8::107-35-7::t0,1031-07-8,107-35-7,sec::107-35-7::2,107-35-7,4,True
pair::1031-07-8::107-35-7::t1,1031-07-8,107-35-7,sec::1031-07-8::10,1031-07-8,5,True
pair::1031-07-8::107-35-7::t1,1031-07-8,107-35-7,sec::1031-07-8::2,1031-07-8,3,True
pair::1031-07-8::107-35-7::t1,1031-07-8,107-35-7,sec::107-35-7::10,107-35-7,1,True
pair::1031-07-8::107-35-7::t1,1031-07-8,107-35-7,sec::107-35-7::2,107-35-7,4,True
pair::1031-07-8::107-35-7::t2,1031-07-8,107-35-7,sec::1031-07-8::10,1031-07-8,3,True
pair::1031-07-8::107-35-7::t2,1031-07-8,107-35-7,sec::1031-07-8::2,1031-07-8,1,True
pair::1031-07-8::107-35-7::t2,1031-07-8,107-35-7,sec::107-35-7::10,107-35-7,8,True
pair::1031-07-8::107-35-7::t2,1031-07-8,107-35-7,sec::107-35-7::2,107-35-7,7,True
pair::1031-07-8::107-35-7::t3,1031-07-8,107-35-7,sec::1031-07-8::10,1031-07-8,1,True
pair::1031-07-8::107-35-7::t3,1031-07-8,107-35-7,sec::1031-07-8::2,1031-07-8,7,True
pair::1031-07-8::107-35-7::t3,1031-07-8,107-35-7,sec::107-35-7::10,107-35-7,2,True
pair::1031-07-8::107-35-7::t3,1031-07-8,107-35-7,sec::107-35-7::2,107-35-7,18,True
pair::1031-07-8::107-35-7::t4,1031-07-8,107-35-7,sec::1031-07-8::10,1031-07-8,3,True
pair::1031-07-8::107-35-7::t4,1031-07-8,107-35-7,sec::1031-07-8::2,1031-07-8,2,True
pair::1031-07-8::107-35-7::t4,1031-07-8,107-35-7,sec::107-35-7::10,107-35-7,1,True
pair::1031-07-8::107-35-7::t4,1031-07-8,107-35-7,sec::107-35-7::2,107-35-7,4,True
pair::103-80-0::1310-73-2::t0,103-80-0,1310-73-2,sec::103-80-0::10,103-80-0,1,True
pair::103-80-0::1310-73-2::t0,103-80-0,1310-73-2,sec::103-80-0::2,103-80-0,2,True
pair::103-80-0::1310-73-2::t0,103-80-0,1310-73-2,sec::1310-73-2::10,1310-73-2,3,True
pair::103-80-0::1310-73-2::t0,103-80-0,1310-73-2,sec::1310-73-2::2,1310-73-2,,True
pair::103-80-0::1310-73-2::t1,103-80-0,1310-73-2,sec::103-80-0::10,103-80-0,2,True
pair::103-80-0::1310-73-2::t1,103-80-0,1310-73-2,sec::103-80-0::2,103-80-0,1,True
pair::103-80-0::1310-73-2::t1,103-80-0,1310-73-2,sec::1310-73-2::10,1310-73-2,4,True
pair::103-80-0::1310-73-2::t1,103-80-0,1310-73-2,sec::1310-73-2::2,1310-73-2,3,True
pair::103-80-0::1310-73-2::t2,103-80-0,1310-73-2,sec::103-80-0::10,103-80-0,1,True
pair::103-80-0::1310-73-2::t2,103-80-0,1310-73-2,sec::103-80-0::2,103-80-0,2,True
pair::103-80-0::1310-73-2::t2,103-80-0,1310-73-2,sec::1310-73-2::10,1310-73-2,3,True
pair::103-80-0::1310-73-2::t2,103-80-0,1310-73-2,sec::1310-73-2::2,1310-73-2,4,True
pair::103-80-0::1310-73-2::t3,103-80-0,1310-73-2,sec::103-80-0::10,103-80-0,1,True
pair::103-80-0::1310-73-2::t3,103-80-0,1310-73-2,sec::103-80-0::2,103-80-0,2,True
pair::103-80-0::1310-73-2::t3,103-80-0,1310-73-2,sec::1310-73-2::10,1310-73-2,3,True
pair::103-80-0::1310-73-2::t3,103-80-0,1310-73-2,sec::1310-73-2::2,1310-73-2,,True
pair::103-80-0::1310-73-2::t4,103-80-0,1310-73-2,sec::103-80-0::10,103-80-0,2,True
pair::103-80-0::1310-73-2::t4,103-80-0,1310-73-2,sec::103-80-0::2,103-80-0,1,True
pair::103-80-0::1310-73-2::t4,103-80-0,1310-73-2,sec::1310-73-2::10,1310-73-2,5,True
pair::103-80-0::1310-73-2::t4,103-80-0,1310-73-2,sec::1310-73-2::2,1310-73-2,3,True
pair::106-31-0::114-49-8::t0,106-31-0,114-49-8,sec::106-31-0::10,106-31-0,1,True
pair::106-31-0::114-49-8::t0,106-31-0,114-49-8,sec::106-31-0::2,106-31-0,4,True
pair::106-31-0::114-49-8::t0,106-31-0,114-49-8,sec::114-49-8::10,114-49-8,2,True
pair::106-31-0::114-49-8::t0,106-31-0,114-49-8,sec::114-49-8::2,114-49-8,3,True
pair::106-31-0::114-49-8::t1,106-31-0,114-49-8,sec::106-31-0::10,106-31-0,3,True
pair::106-31-0::114-49-8::t1,106-31-0,114-49-8,sec::106-31-0::2,106-31-0,4,True
pair::106-31-0::114-49-8::t1,106-31-0,114-49-8,sec::114-49-8::10,114-49-8,1,True
pair::106-31-0::114-49-8::t1,106-31-0,114-49-8,sec::114-49-8::2,114-49-8,2,True
pair::106-31-0::114-49-8::t2,106-31-0,114-49-8,sec::106-31-0::10,106-31-0,1,True
pair::106-31-0::114-49-8::t2,106-31-0,114-49-8,sec::106-31-0::2,106-31-0,3,True
pair::106-31-0::114-49-8::t2,106-31-0,114-49-8,sec::114-49-8::10,114-49-8,4,True
pair::106-31-0::114-49-8::t2,106-31-0,114-49-8,sec::114-49-8::2,114-49-8,2,True
pair::106-31-0::114-49-8::t3,106-31-0,114-49-8,sec::106-31-0::10,106-31-0,2,True
pair::106-31-0::114-49-8::t3,106-31-0,114-49-8,sec::106-31-0::2,106-31-0,3,True
pair::106-31-0::114-49-8::t3,106-31-0,114-49-8,sec::114-49-8::10,114-49-8,1,True
pair::106-31-0::114-49-8::t3,106-31-0,114-49-8,sec::114-49-8::2,114-49-8,4,True
pair::106-31-0::114-49-8::t4,106-31-0,114-49-8,sec::106-31-0::10,106-31-0,4,True
pair::106-31-0::114-49-8::t4,106-31-0,114-49-8,sec::106-31-0::2,106-31-0,3,True
pair::106-31-0::114-49-8::t4,106-31-0,114-49-8,sec::114-49-8::10,114-49-8,2,True
pair::106-31-0::114-49-8::t4,106-31-0,114-49-8,sec::114-49-8::2,114-49-8,1,True
pair::111-54-6::7664-93-9::t0,111-54-6,7664-93-9,sec::111-54-6::10,111-54-6,1,True
pair::111-54-6::7664-93-9::t0,111-54-6,7664-93-9,sec::111-54-6::2,111-54-6,6,True
pair::111-54-6::7664-93-9::t0,111-54-6,7664-93-9,sec::7664-93-9::10,7664-93-9,,True
pair::111-54-6::7664-93-9::t0,111-54-6,7664-93-9,sec::7664-93-9::2,7664-93-9,11,True
pair::111-54-6::7664-93-9::t1,111-54-6,7664-93-9,sec::111-54-6::10,111-54-6,8,True
pair::111-54-6::7664-93-9::t1,111-54-6,7664-93-9,sec::111-54-6::2,111-54-6,9,True
pair::111-54-6::7664-93-9::t1,111-54-6,7664-93-9,sec::7664-93-9::10,7664-93-9,7,True
pair::111-54-6::7664-93-9::t1,111-54-6,7664-93-9,sec::7664-93-9::2,7664-93-9,1,True
pair::111-54-6::7664-93-9::t2,111-54-6,7664-93-9,sec::111-54-6::10,111-54-6,1,True
pair::111-54-6::7664-93-9::t2,111-54-6,7664-93-9,sec::111-54-6::2,111-54-6,3,True
pair::111-54-6::7664-93-9::t2,111-54-6,7664-93-9,sec::7664-93-9::10,7664-93-9,,True
pair::111-54-6::7664-93-9::t2,111-54-6,7664-93-9,sec::7664-93-9::2,7664-93-9,13,True
pair::111-54-6::7664-93-9::t3,111-54-6,7664-93-9,sec::111-54-6::10,111-54-6,6,True
pair::111-54-6::7664-93-9::t3,111-54-6,7664-93-9,sec::111-54-6::2,111-54-6,8,True
pair::111-54-6::7664-93-9::t3,111-54-6,7664-93-9,sec::7664-93-9::10,7664-93-9,5,True
